     Scat angle      F11             F12            F22           F33             F43            F44
   0.345000E+01   0.167241E+01  -0.299197E-02   0.166962E+01   0.166962E+01   0.155294E-06   0.166684E+01
   0.350000E+01   0.167231E+01  -0.307661E-02   0.166952E+01   0.166952E+01   0.159688E-06   0.166675E+01
   0.355000E+01   0.167221E+01  -0.316752E-02   0.166942E+01   0.166942E+01   0.164410E-06   0.166665E+01
   0.360000E+01   0.167211E+01  -0.325843E-02   0.166932E+01   0.166932E+01   0.169130E-06   0.166655E+01
   0.365000E+01   0.167201E+01  -0.334932E-02   0.166922E+01   0.166922E+01   0.173850E-06   0.166644E+01
   0.370000E+01   0.167191E+01  -0.344020E-02   0.166912E+01   0.166912E+01   0.178570E-06   0.166634E+01
   0.375000E+01   0.167180E+01  -0.353107E-02   0.166902E+01   0.166901E+01   0.183288E-06   0.166624E+01
   0.380000E+01   0.167170E+01  -0.362821E-02   0.166891E+01   0.166890E+01   0.188334E-06   0.166613E+01
   0.385000E+01   0.167159E+01  -0.372534E-02   0.166880E+01   0.166880E+01   0.193378E-06   0.166602E+01
   0.390000E+01   0.167148E+01  -0.382246E-02   0.166869E+01   0.166869E+01   0.198422E-06   0.166592E+01
   0.395000E+01   0.167137E+01  -0.391957E-02   0.166858E+01   0.166858E+01   0.203465E-06   0.166581E+01
   0.400000E+01   0.167126E+01  -0.401666E-02   0.166848E+01   0.166847E+01   0.208508E-06   0.166570E+01
   0.405000E+01   0.167115E+01  -0.412003E-02   0.166836E+01   0.166835E+01   0.213877E-06   0.166558E+01
   0.410000E+01   0.167103E+01  -0.422338E-02   0.166824E+01   0.166824E+01   0.219245E-06   0.166547E+01
   0.415000E+01   0.167092E+01  -0.432671E-02   0.166813E+01   0.166812E+01   0.224613E-06   0.166535E+01
   0.420000E+01   0.167080E+01  -0.443003E-02   0.166801E+01   0.166801E+01   0.229980E-06   0.166524E+01
   0.425000E+01   0.167069E+01  -0.453334E-02   0.166790E+01   0.166789E+01   0.235346E-06   0.166512E+01
   0.430000E+01   0.167056E+01  -0.464292E-02   0.166778E+01   0.166777E+01   0.241038E-06   0.166500E+01
   0.435000E+01   0.167044E+01  -0.475248E-02   0.166765E+01   0.166765E+01   0.246730E-06   0.166488E+01
   0.440000E+01   0.167032E+01  -0.486202E-02   0.166753E+01   0.166752E+01   0.252421E-06   0.166475E+01
   0.445000E+01   0.167020E+01  -0.497155E-02   0.166741E+01   0.166740E+01   0.258111E-06   0.166463E+01
   0.450000E+01   0.167007E+01  -0.508106E-02   0.166729E+01   0.166728E+01   0.263800E-06   0.166451E+01
   0.455000E+01   0.166995E+01  -0.519684E-02   0.166716E+01   0.166715E+01   0.269816E-06   0.166438E+01
   0.460000E+01   0.166982E+01  -0.531260E-02   0.166703E+01   0.166702E+01   0.275830E-06   0.166425E+01
   0.465000E+01   0.166969E+01  -0.542834E-02   0.166690E+01   0.166689E+01   0.281844E-06   0.166412E+01
   0.470000E+01   0.166956E+01  -0.554406E-02   0.166677E+01   0.166676E+01   0.287857E-06   0.166399E+01
   0.475000E+01   0.166943E+01  -0.565977E-02   0.166664E+01   0.166663E+01   0.293869E-06   0.166386E+01
   0.480000E+01   0.166929E+01  -0.578174E-02   0.166651E+01   0.166649E+01   0.300207E-06   0.166373E+01
   0.485000E+01   0.166916E+01  -0.590369E-02   0.166637E+01   0.166636E+01   0.306545E-06   0.166359E+01
   0.490000E+01   0.166902E+01  -0.602563E-02   0.166623E+01   0.166622E+01   0.312881E-06   0.166345E+01
   0.495000E+01   0.166888E+01  -0.614753E-02   0.166610E+01   0.166608E+01   0.319216E-06   0.166332E+01
   0.500000E+01   0.166875E+01  -0.626942E-02   0.166596E+01   0.166595E+01   0.325551E-06   0.166318E+01
   0.510000E+01   0.166846E+01  -0.652571E-02   0.166567E+01   0.166566E+01   0.338871E-06   0.166289E+01
   0.520000E+01   0.166817E+01  -0.678190E-02   0.166539E+01   0.166537E+01   0.352187E-06   0.166261E+01
   0.530000E+01   0.166788E+01  -0.704429E-02   0.166510E+01   0.166508E+01   0.365826E-06   0.166231E+01
   0.540000E+01   0.166758E+01  -0.731287E-02   0.166480E+01   0.166478E+01   0.379788E-06   0.166201E+01
   0.550000E+01   0.166728E+01  -0.758134E-02   0.166450E+01   0.166448E+01   0.393745E-06   0.166171E+01
   0.560000E+01   0.166697E+01  -0.786228E-02   0.166418E+01   0.166416E+01   0.408352E-06   0.166140E+01
   0.570000E+01   0.166666E+01  -0.814311E-02   0.166387E+01   0.166385E+01   0.422954E-06   0.166108E+01
   0.580000E+01   0.166634E+01  -0.843012E-02   0.166355E+01   0.166353E+01   0.437879E-06   0.166076E+01
   0.590000E+01   0.166601E+01  -0.872330E-02   0.166322E+01   0.166320E+01   0.453125E-06   0.166043E+01
   0.600000E+01   0.166568E+01  -0.901635E-02   0.166289E+01   0.166287E+01   0.468365E-06   0.166010E+01
   0.610000E+01   0.166534E+01  -0.932185E-02   0.166255E+01   0.166253E+01   0.484256E-06   0.165976E+01
   0.620000E+01   0.166500E+01  -0.962722E-02   0.166221E+01   0.166218E+01   0.500140E-06   0.165942E+01
   0.630000E+01   0.166465E+01  -0.993875E-02   0.166186E+01   0.166183E+01   0.516346E-06   0.165907E+01
   0.640000E+01   0.166430E+01  -0.102564E-01   0.166151E+01   0.166148E+01   0.532874E-06   0.165871E+01
   0.650000E+01   0.166394E+01  -0.105740E-01   0.166115E+01   0.166112E+01   0.549394E-06   0.165836E+01
   0.660000E+01   0.166357E+01  -0.109039E-01   0.166079E+01   0.166075E+01   0.566564E-06   0.165799E+01
   0.670000E+01   0.166321E+01  -0.112337E-01   0.166042E+01   0.166038E+01   0.583727E-06   0.165762E+01
   0.680000E+01   0.166283E+01  -0.115696E-01   0.166004E+01   0.166000E+01   0.601210E-06   0.165724E+01
   0.690000E+01   0.166245E+01  -0.119117E-01   0.165966E+01   0.165962E+01   0.619014E-06   0.165685E+01
   0.700000E+01   0.166207E+01  -0.122536E-01   0.165928E+01   0.165923E+01   0.636810E-06   0.165647E+01
   0.710000E+01   0.166167E+01  -0.126079E-01   0.165888E+01   0.165883E+01   0.655255E-06   0.165607E+01
   0.720000E+01   0.166127E+01  -0.129620E-01   0.165849E+01   0.165844E+01   0.673692E-06   0.165568E+01
   0.730000E+01   0.166087E+01  -0.133222E-01   0.165808E+01   0.165803E+01   0.692449E-06   0.165527E+01
   0.740000E+01   0.166046E+01  -0.136885E-01   0.165768E+01   0.165762E+01   0.711525E-06   0.165486E+01
   0.750000E+01   0.166005E+01  -0.140547E-01   0.165727E+01   0.165721E+01   0.730592E-06   0.165445E+01
   0.760000E+01   0.165963E+01  -0.144332E-01   0.165684E+01   0.165678E+01   0.750308E-06   0.165402E+01
   0.770000E+01   0.165921E+01  -0.148115E-01   0.165642E+01   0.165635E+01   0.770014E-06   0.165360E+01
   0.780000E+01   0.165878E+01  -0.151959E-01   0.165599E+01   0.165592E+01   0.790039E-06   0.165316E+01
   0.790000E+01   0.165834E+01  -0.155864E-01   0.165555E+01   0.165548E+01   0.810383E-06   0.165272E+01
   0.800000E+01   0.165791E+01  -0.159766E-01   0.165512E+01   0.165504E+01   0.830717E-06   0.165229E+01
   0.810000E+01   0.165746E+01  -0.163792E-01   0.165467E+01   0.165459E+01   0.851698E-06   0.165183E+01
   0.820000E+01   0.165701E+01  -0.167816E-01   0.165422E+01   0.165413E+01   0.872669E-06   0.165138E+01
   0.830000E+01   0.165655E+01  -0.171900E-01   0.165376E+01   0.165367E+01   0.893957E-06   0.165092E+01
   0.840000E+01   0.165609E+01  -0.176044E-01   0.165330E+01   0.165321E+01   0.915564E-06   0.165045E+01
   0.850000E+01   0.165563E+01  -0.180187E-01   0.165284E+01   0.165274E+01   0.937159E-06   0.164999E+01
   0.860000E+01   0.165515E+01  -0.184452E-01   0.165236E+01   0.165226E+01   0.959401E-06   0.164950E+01
   0.870000E+01   0.165467E+01  -0.188715E-01   0.165188E+01   0.165178E+01   0.981631E-06   0.164902E+01
   0.880000E+01   0.165419E+01  -0.193038E-01   0.165140E+01   0.165129E+01   0.100418E-05   0.164854E+01
   0.890000E+01   0.165370E+01  -0.197421E-01   0.165091E+01   0.165079E+01   0.102704E-05   0.164804E+01
   0.900000E+01   0.165321E+01  -0.201802E-01   0.165042E+01   0.165030E+01   0.104989E-05   0.164755E+01
   0.910000E+01   0.165271E+01  -0.206305E-01   0.164992E+01   0.164979E+01   0.107339E-05   0.164704E+01
   0.920000E+01   0.165220E+01  -0.210805E-01   0.164941E+01   0.164928E+01   0.109687E-05   0.164653E+01
   0.930000E+01   0.165170E+01  -0.215366E-01   0.164891E+01   0.164876E+01   0.112067E-05   0.164602E+01
   0.940000E+01   0.165118E+01  -0.219986E-01   0.164839E+01   0.164824E+01   0.114479E-05   0.164549E+01
   0.950000E+01   0.165066E+01  -0.224603E-01   0.164787E+01   0.164772E+01   0.116889E-05   0.164497E+01
   0.960000E+01   0.165013E+01  -0.229343E-01   0.164734E+01   0.164718E+01   0.119363E-05   0.164444E+01
   0.970000E+01   0.164960E+01  -0.234080E-01   0.164681E+01   0.164665E+01   0.121836E-05   0.164390E+01
   0.980000E+01   0.164907E+01  -0.238876E-01   0.164628E+01   0.164610E+01   0.124341E-05   0.164336E+01
   0.990000E+01   0.164852E+01  -0.243732E-01   0.164574E+01   0.164555E+01   0.126877E-05   0.164281E+01
   0.100000E+02   0.164798E+01  -0.248584E-01   0.164519E+01   0.164500E+01   0.129412E-05   0.164226E+01
   0.105000E+02   0.164517E+01  -0.273735E-01   0.164238E+01   0.164215E+01   0.142555E-05   0.163941E+01
   0.110000E+02   0.164223E+01  -0.300047E-01   0.163944E+01   0.163916E+01   0.156315E-05   0.163643E+01
   0.115000E+02   0.163916E+01  -0.327512E-01   0.163636E+01   0.163604E+01   0.170688E-05   0.163331E+01
   0.120000E+02   0.163596E+01  -0.356120E-01   0.163316E+01   0.163278E+01   0.185671E-05   0.163005E+01
   0.125000E+02   0.163263E+01  -0.385860E-01   0.162984E+01   0.162938E+01   0.201260E-05   0.162666E+01
   0.130000E+02   0.162917E+01  -0.416723E-01   0.162638E+01   0.162585E+01   0.217452E-05   0.162313E+01
   0.135000E+02   0.162559E+01  -0.448697E-01   0.162280E+01   0.162218E+01   0.234241E-05   0.161947E+01
   0.140000E+02   0.162189E+01  -0.481772E-01   0.161910E+01   0.161838E+01   0.251625E-05   0.161567E+01
   0.145000E+02   0.161807E+01  -0.515936E-01   0.161527E+01   0.161445E+01   0.269598E-05   0.161174E+01
   0.150000E+02   0.161412E+01  -0.551176E-01   0.161132E+01   0.161038E+01   0.288155E-05   0.160768E+01
   0.160000E+02   0.160586E+01  -0.624839E-01   0.160307E+01   0.160185E+01   0.327007E-05   0.159916E+01
   0.170000E+02   0.159714E+01  -0.702657E-01   0.159434E+01   0.159279E+01   0.368140E-05   0.159011E+01
   0.180000E+02   0.158795E+01  -0.784523E-01   0.158515E+01   0.158321E+01   0.411514E-05   0.158055E+01
   0.190000E+02   0.157832E+01  -0.870322E-01   0.157552E+01   0.157311E+01   0.457083E-05   0.157046E+01
   0.200000E+02   0.156825E+01  -0.959936E-01   0.156545E+01   0.156250E+01   0.504802E-05   0.155986E+01
   0.210000E+02   0.155776E+01  -0.105324E+00   0.155495E+01   0.155138E+01   0.554622E-05   0.154876E+01
   0.220000E+02   0.154685E+01  -0.115010E+00   0.154405E+01   0.153976E+01   0.606492E-05   0.153715E+01
   0.230000E+02   0.153556E+01  -0.125039E+00   0.153275E+01   0.152764E+01   0.660359E-05   0.152505E+01
   0.240000E+02   0.152388E+01  -0.135397E+00   0.152107E+01   0.151503E+01   0.716167E-05   0.151246E+01
   0.250000E+02   0.151184E+01  -0.146070E+00   0.150903E+01   0.150194E+01   0.773859E-05   0.149938E+01
   0.260000E+02   0.149944E+01  -0.157042E+00   0.149663E+01   0.148837E+01   0.833376E-05   0.148583E+01
   0.270000E+02   0.148671E+01  -0.168299E+00   0.148390E+01   0.147432E+01   0.894655E-05   0.147180E+01
   0.280000E+02   0.147366E+01  -0.179825E+00   0.147085E+01   0.145981E+01   0.957632E-05   0.145731E+01
   0.290000E+02   0.146031E+01  -0.191604E+00   0.145750E+01   0.144484E+01   0.102224E-04   0.144236E+01
   0.300000E+02   0.144667E+01  -0.203621E+00   0.144385E+01   0.142942E+01   0.108842E-04   0.142696E+01
   0.310000E+02   0.143276E+01  -0.215859E+00   0.142995E+01   0.141356E+01   0.115609E-04   0.141111E+01
   0.320000E+02   0.141860E+01  -0.228301E+00   0.141578E+01   0.139725E+01   0.122518E-04   0.139483E+01
   0.330000E+02   0.140421E+01  -0.240930E+00   0.140139E+01   0.138052E+01   0.129563E-04   0.137812E+01
   0.340000E+02   0.138960E+01  -0.253730E+00   0.138678E+01   0.136336E+01   0.136735E-04   0.136099E+01
   0.350000E+02   0.137479E+01  -0.266682E+00   0.137197E+01   0.134579E+01   0.144027E-04   0.134344E+01
   0.360000E+02   0.135980E+01  -0.279769E+00   0.135698E+01   0.132782E+01   0.151431E-04   0.132549E+01
   0.370000E+02   0.134466E+01  -0.292975E+00   0.134183E+01   0.130944E+01   0.158940E-04   0.130714E+01
   0.380000E+02   0.132936E+01  -0.306280E+00   0.132653E+01   0.129068E+01   0.166544E-04   0.128840E+01
   0.390000E+02   0.131394E+01  -0.319667E+00   0.131111E+01   0.127154E+01   0.174236E-04   0.126928E+01
   0.400000E+02   0.129842E+01  -0.333118E+00   0.129559E+01   0.125202E+01   0.182007E-04   0.124979E+01
   0.410000E+02   0.128281E+01  -0.346616E+00   0.127997E+01   0.123214E+01   0.189850E-04   0.122994E+01
   0.420000E+02   0.126713E+01  -0.360141E+00   0.126429E+01   0.121190E+01   0.197754E-04   0.120973E+01
   0.430000E+02   0.125140E+01  -0.373677E+00   0.124856E+01   0.119132E+01   0.205713E-04   0.118918E+01
   0.440000E+02   0.123564E+01  -0.387205E+00   0.123280E+01   0.117040E+01   0.213716E-04   0.116829E+01
   0.450000E+02   0.121987E+01  -0.400708E+00   0.121703E+01   0.114916E+01   0.221754E-04   0.114707E+01
   0.460000E+02   0.120411E+01  -0.414167E+00   0.120126E+01   0.112759E+01   0.229820E-04   0.112554E+01
   0.470000E+02   0.118837E+01  -0.427566E+00   0.118552E+01   0.110572E+01   0.237903E-04   0.110369E+01
   0.480000E+02   0.117267E+01  -0.440886E+00   0.116982E+01   0.108354E+01   0.245995E-04   0.108155E+01
   0.490000E+02   0.115703E+01  -0.454109E+00   0.115418E+01   0.106108E+01   0.254086E-04   0.105912E+01
   0.500000E+02   0.114148E+01  -0.467221E+00   0.113863E+01   0.103833E+01   0.262168E-04   0.103641E+01
   0.510000E+02   0.112602E+01  -0.480202E+00   0.112317E+01   0.101532E+01   0.270230E-04   0.101342E+01
   0.520000E+02   0.111068E+01  -0.493037E+00   0.110782E+01   0.992038E+00   0.278265E-04   0.990180E+00
   0.530000E+02   0.109547E+01  -0.505708E+00   0.109261E+01   0.968509E+00   0.286261E-04   0.966684E+00
   0.540000E+02   0.108041E+01  -0.518200E+00   0.107755E+01   0.944737E+00   0.294211E-04   0.942947E+00
   0.550000E+02   0.106552E+01  -0.530497E+00   0.106265E+01   0.920734E+00   0.302104E-04   0.918980E+00
   0.560000E+02   0.105080E+01  -0.542583E+00   0.104794E+01   0.896507E+00   0.309932E-04   0.894789E+00
   0.570000E+02   0.103629E+01  -0.554443E+00   0.103342E+01   0.872068E+00   0.317685E-04   0.870387E+00
   0.580000E+02   0.102199E+01  -0.566063E+00   0.101912E+01   0.847427E+00   0.325355E-04   0.845783E+00
   0.590000E+02   0.100793E+01  -0.577426E+00   0.100506E+01   0.822593E+00   0.332931E-04   0.820987E+00
   0.600000E+02   0.994107E+00  -0.588521E+00   0.991234E+00   0.797576E+00   0.340405E-04   0.796008E+00
   0.610000E+02   0.980546E+00  -0.599332E+00   0.977671E+00   0.772387E+00   0.347769E-04   0.770857E+00
   0.620000E+02   0.967260E+00  -0.609846E+00   0.964384E+00   0.747034E+00   0.355012E-04   0.745543E+00
   0.630000E+02   0.954262E+00  -0.620051E+00   0.951384E+00   0.721527E+00   0.362126E-04   0.720076E+00
   0.640000E+02   0.941566E+00  -0.629934E+00   0.938686E+00   0.695878E+00   0.369102E-04   0.694466E+00
   0.650000E+02   0.929184E+00  -0.639484E+00   0.926303E+00   0.670094E+00   0.375933E-04   0.668723E+00
   0.660000E+02   0.917129E+00  -0.648689E+00   0.914247E+00   0.644187E+00   0.382608E-04   0.642857E+00
   0.670000E+02   0.905413E+00  -0.657537E+00   0.902529E+00   0.618166E+00   0.389121E-04   0.616877E+00
   0.680000E+02   0.894047E+00  -0.666019E+00   0.891162E+00   0.592040E+00   0.395463E-04   0.590793E+00
   0.690000E+02   0.883042E+00  -0.674124E+00   0.880157E+00   0.565820E+00   0.401625E-04   0.564615E+00
   0.700000E+02   0.872409E+00  -0.681844E+00   0.869522E+00   0.539515E+00   0.407600E-04   0.538352E+00
   0.710000E+02   0.862157E+00  -0.689169E+00   0.859269E+00   0.513134E+00   0.413381E-04   0.512014E+00
   0.720000E+02   0.852296E+00  -0.696092E+00   0.849407E+00   0.486687E+00   0.418960E-04   0.485611E+00
   0.730000E+02   0.842834E+00  -0.702603E+00   0.839944E+00   0.460183E+00   0.424329E-04   0.459151E+00
   0.740000E+02   0.833780E+00  -0.708697E+00   0.830889E+00   0.433633E+00   0.429482E-04   0.432644E+00
   0.750000E+02   0.825140E+00  -0.714366E+00   0.822249E+00   0.407044E+00   0.434412E-04   0.406100E+00
   0.760000E+02   0.816923E+00  -0.719605E+00   0.814032E+00   0.380427E+00   0.439112E-04   0.379528E+00
   0.770000E+02   0.809135E+00  -0.724407E+00   0.806242E+00   0.353790E+00   0.443577E-04   0.352936E+00
   0.780000E+02   0.801781E+00  -0.728769E+00   0.798888E+00   0.327143E+00   0.447799E-04   0.326334E+00
   0.790000E+02   0.794866E+00  -0.732686E+00   0.791973E+00   0.300495E+00   0.451773E-04   0.299732E+00
   0.800000E+02   0.788396E+00  -0.736154E+00   0.785503E+00   0.273854E+00   0.455494E-04   0.273136E+00
   0.810000E+02   0.782375E+00  -0.739169E+00   0.779481E+00   0.247229E+00   0.458957E-04   0.246558E+00
   0.820000E+02   0.776806E+00  -0.741730E+00   0.773912E+00   0.220629E+00   0.462157E-04   0.220005E+00
   0.830000E+02   0.771691E+00  -0.743834E+00   0.768797E+00   0.194063E+00   0.465088E-04   0.193485E+00
   0.840000E+02   0.767034E+00  -0.745480E+00   0.764140E+00   0.167539E+00   0.467747E-04   0.167008E+00
   0.850000E+02   0.762837E+00  -0.746668E+00   0.759942E+00   0.141065E+00   0.470130E-04   0.140581E+00
   0.860000E+02   0.759099E+00  -0.747396E+00   0.756205E+00   0.114650E+00   0.472233E-04   0.114214E+00
   0.870000E+02   0.755822E+00  -0.747665E+00   0.752929E+00   0.883019E-01   0.474053E-04   0.879133E-01
   0.880000E+02   0.753007E+00  -0.747476E+00   0.750113E+00   0.620290E-01   0.475586E-04   0.616881E-01
   0.890000E+02   0.750652E+00  -0.746831E+00   0.747759E+00   0.358389E-01   0.476831E-04   0.355460E-01
   0.900000E+02   0.748756E+00  -0.745732E+00   0.745863E+00   0.973974E-02   0.477785E-04   0.949487E-02
   0.910000E+02   0.747318E+00  -0.744180E+00   0.744426E+00  -0.162609E-01   0.478446E-04  -0.164576E-01
   0.920000E+02   0.746335E+00  -0.742180E+00   0.743444E+00  -0.421555E-01   0.478813E-04  -0.423038E-01
   0.930000E+02   0.745805E+00  -0.739734E+00   0.742914E+00  -0.679364E-01   0.478884E-04  -0.680363E-01
   0.940000E+02   0.745725E+00  -0.736847E+00   0.742835E+00  -0.935963E-01   0.478659E-04  -0.936478E-01
   0.950000E+02   0.746090E+00  -0.733524E+00   0.743201E+00  -0.119128E+00   0.478137E-04  -0.119131E+00
   0.960000E+02   0.746897E+00  -0.729770E+00   0.744009E+00  -0.144524E+00   0.477318E-04  -0.144479E+00
   0.970000E+02   0.748140E+00  -0.725590E+00   0.745253E+00  -0.169779E+00   0.476202E-04  -0.169684E+00
   0.980000E+02   0.749815E+00  -0.720991E+00   0.746929E+00  -0.194884E+00   0.474791E-04  -0.194740E+00
   0.990000E+02   0.751915E+00  -0.715978E+00   0.749030E+00  -0.219833E+00   0.473085E-04  -0.219641E+00
   0.100000E+03   0.754434E+00  -0.710561E+00   0.751551E+00  -0.244619E+00   0.471085E-04  -0.244379E+00
   0.101000E+03   0.757366E+00  -0.704745E+00   0.754484E+00  -0.269237E+00   0.468794E-04  -0.268947E+00
   0.102000E+03   0.760703E+00  -0.698539E+00   0.757823E+00  -0.293679E+00   0.466215E-04  -0.293341E+00
   0.103000E+03   0.764438E+00  -0.691951E+00   0.761559E+00  -0.317940E+00   0.463348E-04  -0.317553E+00
   0.104000E+03   0.768562E+00  -0.684991E+00   0.765685E+00  -0.342013E+00   0.460199E-04  -0.341578E+00
   0.105000E+03   0.773068E+00  -0.677667E+00   0.770192E+00  -0.365892E+00   0.456769E-04  -0.365409E+00
   0.106000E+03   0.777946E+00  -0.669989E+00   0.775072E+00  -0.389572E+00   0.453063E-04  -0.389041E+00
   0.107000E+03   0.783187E+00  -0.661967E+00   0.780315E+00  -0.413047E+00   0.449085E-04  -0.412467E+00
   0.108000E+03   0.788781E+00  -0.653611E+00   0.785911E+00  -0.436311E+00   0.444839E-04  -0.435683E+00
   0.109000E+03   0.794719E+00  -0.644933E+00   0.791851E+00  -0.459359E+00   0.440330E-04  -0.458684E+00
   0.110000E+03   0.800991E+00  -0.635942E+00   0.798125E+00  -0.482186E+00   0.435564E-04  -0.481462E+00
   0.111000E+03   0.807585E+00  -0.626652E+00   0.804721E+00  -0.504786E+00   0.430546E-04  -0.504015E+00
   0.112000E+03   0.814491E+00  -0.617072E+00   0.811629E+00  -0.527154E+00   0.425282E-04  -0.526336E+00
   0.113000E+03   0.821697E+00  -0.607215E+00   0.818837E+00  -0.549286E+00   0.419778E-04  -0.548420E+00
   0.114000E+03   0.829193E+00  -0.597093E+00   0.826335E+00  -0.571176E+00   0.414042E-04  -0.570263E+00
   0.115000E+03   0.836965E+00  -0.586719E+00   0.834110E+00  -0.592819E+00   0.408079E-04  -0.591860E+00
   0.116000E+03   0.845003E+00  -0.576105E+00   0.842150E+00  -0.614212E+00   0.401897E-04  -0.613207E+00
   0.117000E+03   0.853294E+00  -0.565264E+00   0.850444E+00  -0.635350E+00   0.395504E-04  -0.634299E+00
   0.118000E+03   0.861826E+00  -0.554210E+00   0.858978E+00  -0.656228E+00   0.388907E-04  -0.655131E+00
   0.119000E+03   0.870586E+00  -0.542955E+00   0.867740E+00  -0.676843E+00   0.382116E-04  -0.675700E+00
   0.120000E+03   0.879561E+00  -0.531514E+00   0.876718E+00  -0.697189E+00   0.375137E-04  -0.696001E+00
   0.121000E+03   0.888738E+00  -0.519899E+00   0.885897E+00  -0.717264E+00   0.367980E-04  -0.716031E+00
   0.122000E+03   0.898104E+00  -0.508124E+00   0.895266E+00  -0.737062E+00   0.360655E-04  -0.735786E+00
   0.123000E+03   0.907646E+00  -0.496204E+00   0.904810E+00  -0.756582E+00   0.353169E-04  -0.755261E+00
   0.124000E+03   0.917350E+00  -0.484151E+00   0.914517E+00  -0.775818E+00   0.345533E-04  -0.774454E+00
   0.125000E+03   0.927203E+00  -0.471982E+00   0.924373E+00  -0.794767E+00   0.337756E-04  -0.793360E+00
   0.126000E+03   0.937191E+00  -0.459708E+00   0.934364E+00  -0.813427E+00   0.329849E-04  -0.811977E+00
   0.127000E+03   0.947301E+00  -0.447345E+00   0.944476E+00  -0.831793E+00   0.321821E-04  -0.830300E+00
   0.128000E+03   0.957519E+00  -0.434908E+00   0.954697E+00  -0.849862E+00   0.313682E-04  -0.848328E+00
   0.129000E+03   0.967831E+00  -0.422409E+00   0.965012E+00  -0.867631E+00   0.305443E-04  -0.866056E+00
   0.130000E+03   0.978224E+00  -0.409864E+00   0.975408E+00  -0.885098E+00   0.297115E-04  -0.883482E+00
   0.131000E+03   0.988683E+00  -0.397287E+00   0.985870E+00  -0.902259E+00   0.288709E-04  -0.900603E+00
   0.132000E+03   0.999195E+00  -0.384692E+00   0.996385E+00  -0.919111E+00   0.280235E-04  -0.917415E+00
   0.133000E+03   0.100975E+01  -0.372092E+00   0.100694E+01  -0.935652E+00   0.271704E-04  -0.933917E+00
   0.134000E+03   0.102032E+01  -0.359504E+00   0.101752E+01  -0.951880E+00   0.263128E-04  -0.950106E+00
   0.135000E+03   0.103091E+01  -0.346940E+00   0.102811E+01  -0.967791E+00   0.254517E-04  -0.965979E+00
   0.136000E+03   0.104150E+01  -0.334414E+00   0.103870E+01  -0.983382E+00   0.245883E-04  -0.981532E+00
   0.137000E+03   0.105207E+01  -0.321942E+00   0.104927E+01  -0.998653E+00   0.237237E-04  -0.996767E+00
   0.138000E+03   0.106261E+01  -0.309536E+00   0.105982E+01  -0.101360E+01   0.228591E-04  -0.101168E+01
   0.139000E+03   0.107311E+01  -0.297209E+00   0.107032E+01  -0.102822E+01   0.219956E-04  -0.102626E+01
   0.140000E+03   0.108356E+01  -0.284977E+00   0.108077E+01  -0.104251E+01   0.211343E-04  -0.104052E+01
   0.141000E+03   0.109394E+01  -0.272852E+00   0.109115E+01  -0.105648E+01   0.202763E-04  -0.105445E+01
   0.142000E+03   0.110423E+01  -0.260847E+00   0.110145E+01  -0.107011E+01   0.194229E-04  -0.106805E+01
   0.143000E+03   0.111443E+01  -0.248976E+00   0.111165E+01  -0.108341E+01   0.185751E-04  -0.108131E+01
   0.144000E+03   0.112453E+01  -0.237252E+00   0.112175E+01  -0.109637E+01   0.177340E-04  -0.109424E+01
   0.145000E+03   0.113451E+01  -0.225687E+00   0.113173E+01  -0.110900E+01   0.169009E-04  -0.110684E+01
   0.146000E+03   0.114435E+01  -0.214293E+00   0.114158E+01  -0.112128E+01   0.160767E-04  -0.111909E+01
   0.147000E+03   0.115405E+01  -0.203084E+00   0.115129E+01  -0.113323E+01   0.152626E-04  -0.113101E+01
   0.148000E+03   0.116360E+01  -0.192072E+00   0.116083E+01  -0.114483E+01   0.144596E-04  -0.114259E+01
   0.149000E+03   0.117298E+01  -0.181267E+00   0.117022E+01  -0.115609E+01   0.136689E-04  -0.115382E+01
   0.150000E+03   0.118219E+01  -0.170682E+00   0.117943E+01  -0.116701E+01   0.128915E-04  -0.116471E+01
   0.151000E+03   0.119120E+01  -0.160328E+00   0.118844E+01  -0.117758E+01   0.121284E-04  -0.117525E+01
   0.152000E+03   0.120002E+01  -0.150216E+00   0.119726E+01  -0.118780E+01   0.113807E-04  -0.118544E+01
   0.153000E+03   0.120863E+01  -0.140357E+00   0.120587E+01  -0.119767E+01   0.106493E-04  -0.119529E+01
   0.154000E+03   0.121701E+01  -0.130762E+00   0.121426E+01  -0.120720E+01   0.993532E-05  -0.120479E+01
   0.155000E+03   0.122517E+01  -0.121440E+00   0.122242E+01  -0.121637E+01   0.923960E-05  -0.121394E+01
   0.156000E+03   0.123309E+01  -0.112401E+00   0.123034E+01  -0.122519E+01   0.856313E-05  -0.122274E+01
   0.157000E+03   0.124075E+01  -0.103655E+00   0.123800E+01  -0.123366E+01   0.790680E-05  -0.123118E+01
   0.158000E+03   0.124816E+01  -0.952118E-01   0.124542E+01  -0.124177E+01   0.727152E-05  -0.123928E+01
   0.159000E+03   0.125531E+01  -0.870793E-01   0.125256E+01  -0.124953E+01   0.665812E-05  -0.124702E+01
   0.160000E+03   0.126217E+01  -0.792664E-01   0.125943E+01  -0.125693E+01   0.606745E-05  -0.125440E+01
   0.161000E+03   0.126876E+01  -0.717814E-01   0.126602E+01  -0.126398E+01   0.550029E-05  -0.126143E+01
